,name,numberOfDims,cpuCompatability,frequency,EccCompatability,wattage(watts),ModelNumber,memory_type,dim_slot_type
4569,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,4569,ddr4,DIMM
4570,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,4570,ddr5,DIMM
4571,G.Skill Aegis 4 GB,2,intel,15,False,6.14,4571,ddr5,DIMM
4572,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,4572,ddr5,DIMM
4573,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,4573,ddr4,DIMM
4574,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,4574,ddr5,DIMM
4575,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,4575,ddr5,DIMM
4576,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,4576,ddr5,DIMM
4577,Crucial Ballistix 16 GB,2,intel,15,False,3.06,4577,ddr4,DIMM
4578,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4578,ddr5,DIMM
4579,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,4579,ddr4,DIMM
4580,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4580,ddr4,DIMM
4581,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,4581,ddr5,DIMM
4582,Team Elite 8 GB,4,amd,22,True,3.06,4582,ddr4,DIMM
4583,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4583,ddr4,DIMM
4584,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,4584,ddr5,DIMM
4585,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4585,ddr5,DIMM
4586,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,4586,ddr5,DIMM
4587,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4587,ddr4,DIMM
4588,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4588,ddr5,DIMM
4589,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,4589,ddr5,DIMM
4590,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4590,ddr5,DIMM
4591,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4591,ddr4,DIMM
4592,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,4592,ddr5,DIMM
4593,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,4593,ddr5,DIMM
4594,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4594,ddr4,DIMM
4595,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4595,ddr4,DIMM
4596,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,4596,ddr4,DIMM
4597,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4597,ddr4,DIMM
4598,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,4598,ddr4,DIMM
4599,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,4599,ddr5,DIMM
4600,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4600,ddr4,DIMM
4601,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4601,ddr4,DIMM
4602,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4602,ddr4,DIMM
4603,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,4603,ddr4,DIMM
4604,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,4604,ddr5,DIMM
4605,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4605,ddr4,DIMM
4606,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4606,ddr4,DIMM
4607,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,4607,ddr5,DIMM
4608,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,4608,ddr5,DIMM
4609,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,4609,ddr4,DIMM
4610,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4610,ddr5,DIMM
4611,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,4611,ddr4,DIMM
4612,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,4612,ddr5,DIMM
4613,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,4613,ddr4,DIMM
4614,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4614,ddr4,DIMM
4615,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4615,ddr5,DIMM
4616,G.Skill Aegis 16 GB,2,intel,16,False,3.06,4616,ddr4,DIMM
4617,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,4617,ddr4,DIMM
4618,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,4618,ddr5,DIMM
4619,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,4619,ddr5,DIMM
4620,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4620,ddr4,DIMM
4621,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,4621,ddr4,DIMM
4622,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,4622,ddr5,DIMM
4623,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4623,ddr4,DIMM
4624,G.Skill Aegis 8 GB,2,intel,16,False,3.06,4624,ddr4,DIMM
4625,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,4625,ddr4,DIMM
4626,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,4626,ddr5,DIMM
4627,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,4627,ddr5,DIMM
4628,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4628,ddr4,DIMM
4629,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,4629,ddr4,DIMM
4630,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,4630,ddr4,DIMM
4631,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,4631,ddr4,DIMM
4632,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4632,ddr5,DIMM
4633,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,4633,ddr4,DIMM
4634,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4634,ddr4,DIMM
4635,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,4635,ddr4,DIMM
4636,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,4636,ddr5,DIMM
4637,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4637,ddr4,DIMM
4638,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,4638,ddr4,DIMM
4639,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,4639,ddr5,DIMM
4640,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,4640,ddr4,DIMM
4641,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,4641,ddr4,DIMM
4642,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,4642,ddr4,DIMM
4643,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,4643,ddr4,DIMM
4644,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,4644,ddr4,DIMM
4645,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,4645,ddr5,DIMM
4646,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,4646,ddr5,DIMM
4647,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,4647,ddr4,DIMM
4648,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,4648,ddr4,DIMM
4649,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,4649,ddr4,DIMM
4650,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,4650,ddr4,DIMM
4651,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,4651,ddr5,DIMM
4652,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,4652,ddr5,DIMM
4653,Corsair Vengeance 16 GB,2,intel,9,False,3.06,4653,ddr4,DIMM
4654,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,4654,ddr4,DIMM
4655,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,4655,ddr5,DIMM
4656,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,4656,ddr4,DIMM
4657,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,4657,ddr4,DIMM
4658,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,4658,ddr4,DIMM
4659,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,4659,ddr4,DIMM
4660,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,4660,ddr4,DIMM
4661,Crucial Ballistix 64 GB,2,intel,16,False,6.14,4661,ddr5,DIMM
4662,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,4662,ddr4,DIMM
4663,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,4663,ddr5,DIMM
4664,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,4664,ddr4,DIMM
4665,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,4665,ddr4,DIMM
4666,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,4666,ddr4,DIMM
4667,Patriot Signature 1 GB,2,intel,6,False,6.14,4667,ddr5,DIMM
4668,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,4668,ddr5,DIMM
4669,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,4669,ddr4,DIMM
4670,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,4670,ddr5,DIMM
4671,G.Skill Aegis 4 GB,2,intel,15,False,6.14,4671,ddr5,DIMM
4672,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,4672,ddr5,DIMM
4673,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,4673,ddr4,DIMM
4674,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,4674,ddr5,DIMM
4675,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,4675,ddr5,DIMM
4676,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,4676,ddr5,DIMM
4677,Crucial Ballistix 16 GB,2,intel,15,False,3.06,4677,ddr4,DIMM
4678,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4678,ddr5,DIMM
4679,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,4679,ddr4,DIMM
4680,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4680,ddr4,DIMM
4681,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,4681,ddr5,DIMM
4682,Team Elite 8 GB,4,amd,22,True,3.06,4682,ddr4,DIMM
4683,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4683,ddr4,DIMM
4684,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,4684,ddr5,DIMM
4685,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4685,ddr5,DIMM
4686,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,4686,ddr5,DIMM
4687,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4687,ddr4,DIMM
4688,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4688,ddr5,DIMM
4689,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,4689,ddr5,DIMM
4690,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4690,ddr5,DIMM
4691,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4691,ddr4,DIMM
4692,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,4692,ddr5,DIMM
4693,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,4693,ddr5,DIMM
4694,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4694,ddr4,DIMM
4695,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4695,ddr4,DIMM
4696,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,4696,ddr4,DIMM
4697,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4697,ddr4,DIMM
4698,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,4698,ddr4,DIMM
4699,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,4699,ddr5,DIMM
4700,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4700,ddr4,DIMM
4701,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4701,ddr4,DIMM
4702,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4702,ddr4,DIMM
4703,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,4703,ddr4,DIMM
4704,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,4704,ddr5,DIMM
4705,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4705,ddr4,DIMM
4706,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4706,ddr4,DIMM
4707,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,4707,ddr5,DIMM
4708,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,4708,ddr5,DIMM
4709,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,4709,ddr4,DIMM
4710,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4710,ddr5,DIMM
4711,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,4711,ddr4,DIMM
4712,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,4712,ddr5,DIMM
4713,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,4713,ddr4,DIMM
4714,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4714,ddr4,DIMM
4715,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4715,ddr5,DIMM
4716,G.Skill Aegis 16 GB,2,intel,16,False,3.06,4716,ddr4,DIMM
4717,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,4717,ddr4,DIMM
4718,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,4718,ddr5,DIMM
4719,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,4719,ddr5,DIMM
4720,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4720,ddr4,DIMM
4721,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,4721,ddr4,DIMM
4722,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,4722,ddr5,DIMM
4723,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4723,ddr4,DIMM
4724,G.Skill Aegis 8 GB,2,intel,16,False,3.06,4724,ddr4,DIMM
4725,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,4725,ddr4,DIMM
4726,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,4726,ddr5,DIMM
4727,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,4727,ddr5,DIMM
4728,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4728,ddr4,DIMM
4729,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,4729,ddr4,DIMM
4730,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,4730,ddr4,DIMM
4731,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,4731,ddr4,DIMM
4732,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4732,ddr5,DIMM
4733,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,4733,ddr4,DIMM
4734,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4734,ddr4,DIMM
4735,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,4735,ddr4,DIMM
4736,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,4736,ddr5,DIMM
4737,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4737,ddr4,DIMM
4738,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,4738,ddr4,DIMM
4739,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,4739,ddr5,DIMM
4740,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,4740,ddr4,DIMM
4741,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,4741,ddr4,DIMM
4742,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,4742,ddr4,DIMM
4743,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,4743,ddr4,DIMM
4744,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,4744,ddr4,DIMM
4745,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,4745,ddr5,DIMM
4746,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,4746,ddr5,DIMM
4747,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,4747,ddr4,DIMM
4748,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,4748,ddr4,DIMM
4749,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,4749,ddr4,DIMM
4750,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,4750,ddr4,DIMM
4751,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,4751,ddr5,DIMM
4752,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,4752,ddr5,DIMM
4753,Corsair Vengeance 16 GB,2,intel,9,False,3.06,4753,ddr4,DIMM
4754,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,4754,ddr4,DIMM
4755,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,4755,ddr5,DIMM
4756,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,4756,ddr4,DIMM
4757,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,4757,ddr4,DIMM
4758,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,4758,ddr4,DIMM
4759,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,4759,ddr4,DIMM
4760,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,4760,ddr4,DIMM
4761,Crucial Ballistix 64 GB,2,intel,16,False,6.14,4761,ddr5,DIMM
4762,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,4762,ddr4,DIMM
4763,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,4763,ddr5,DIMM
4764,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,4764,ddr4,DIMM
4765,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,4765,ddr4,DIMM
4766,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,4766,ddr4,DIMM
4767,Patriot Signature 1 GB,2,intel,6,False,6.14,4767,ddr5,DIMM
4768,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,4768,ddr5,DIMM
4769,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,4769,ddr4,DIMM
4770,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,4770,ddr5,DIMM
4771,G.Skill Aegis 4 GB,2,intel,15,False,6.14,4771,ddr5,DIMM
4772,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,4772,ddr5,DIMM
4773,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,4773,ddr4,DIMM
4774,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,4774,ddr5,DIMM
4775,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,4775,ddr5,DIMM
4776,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,4776,ddr5,DIMM
4777,Crucial Ballistix 16 GB,2,intel,15,False,3.06,4777,ddr4,DIMM
4778,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4778,ddr5,DIMM
4779,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,4779,ddr4,DIMM
4780,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4780,ddr4,DIMM
4781,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,4781,ddr5,DIMM
4782,Team Elite 8 GB,4,amd,22,True,3.06,4782,ddr4,DIMM
4783,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4783,ddr4,DIMM
4784,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,4784,ddr5,DIMM
4785,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4785,ddr5,DIMM
4786,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,4786,ddr5,DIMM
4787,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4787,ddr4,DIMM
4788,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4788,ddr5,DIMM
4789,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,4789,ddr5,DIMM
4790,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4790,ddr5,DIMM
4791,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4791,ddr4,DIMM
4792,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,4792,ddr5,DIMM
4793,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,4793,ddr5,DIMM
4794,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4794,ddr4,DIMM
4795,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4795,ddr4,DIMM
4796,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,4796,ddr4,DIMM
4797,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4797,ddr4,DIMM
4798,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,4798,ddr4,DIMM
4799,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,4799,ddr5,DIMM
4800,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4800,ddr4,DIMM
4801,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4801,ddr4,DIMM
4802,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4802,ddr4,DIMM
4803,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,4803,ddr4,DIMM
4804,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,4804,ddr5,DIMM
4805,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4805,ddr4,DIMM
4806,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4806,ddr4,DIMM
4807,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,4807,ddr5,DIMM
4808,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,4808,ddr5,DIMM
4809,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,4809,ddr4,DIMM
4810,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4810,ddr5,DIMM
4811,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,4811,ddr4,DIMM
4812,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,4812,ddr5,DIMM
4813,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,4813,ddr4,DIMM
4814,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4814,ddr4,DIMM
4815,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4815,ddr5,DIMM
4816,G.Skill Aegis 16 GB,2,intel,16,False,3.06,4816,ddr4,DIMM
4817,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,4817,ddr4,DIMM
4818,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,4818,ddr5,DIMM
4819,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,4819,ddr5,DIMM
4820,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4820,ddr4,DIMM
4821,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,4821,ddr4,DIMM
4822,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,4822,ddr5,DIMM
4823,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4823,ddr4,DIMM
4824,G.Skill Aegis 8 GB,2,intel,16,False,3.06,4824,ddr4,DIMM
4825,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,4825,ddr4,DIMM
4826,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,4826,ddr5,DIMM
4827,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,4827,ddr5,DIMM
4828,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4828,ddr4,DIMM
4829,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,4829,ddr4,DIMM
4830,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,4830,ddr4,DIMM
4831,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,4831,ddr4,DIMM
4832,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4832,ddr5,DIMM
4833,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,4833,ddr4,DIMM
4834,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4834,ddr4,DIMM
4835,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,4835,ddr4,DIMM
4836,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,4836,ddr5,DIMM
4837,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4837,ddr4,DIMM
4838,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,4838,ddr4,DIMM
4839,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,4839,ddr5,DIMM
4840,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,4840,ddr4,DIMM
4841,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,4841,ddr4,DIMM
4842,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,4842,ddr4,DIMM
4843,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,4843,ddr4,DIMM
4844,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,4844,ddr4,DIMM
4845,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,4845,ddr5,DIMM
4846,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,4846,ddr5,DIMM
4847,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,4847,ddr4,DIMM
4848,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,4848,ddr4,DIMM
4849,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,4849,ddr4,DIMM
4850,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,4850,ddr4,DIMM
4851,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,4851,ddr5,DIMM
4852,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,4852,ddr5,DIMM
4853,Corsair Vengeance 16 GB,2,intel,9,False,3.06,4853,ddr4,DIMM
4854,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,4854,ddr4,DIMM
4855,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,4855,ddr5,DIMM
4856,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,4856,ddr4,DIMM
4857,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,4857,ddr4,DIMM
4858,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,4858,ddr4,DIMM
4859,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,4859,ddr4,DIMM
4860,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,4860,ddr4,DIMM
4861,Crucial Ballistix 64 GB,2,intel,16,False,6.14,4861,ddr5,DIMM
