,name,ModelNumber,ecc_Compatability,wattage,dimm_slot,memory_type,pci_express_slot_type,quantity
1836,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,1,3,2
1837,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,3,2,3
1838,MSI Z390-A PRO,1216,FALSE,65,2,1,4,2
1839,Asus PRIME H410M-E,1216,FALSE,65,2,2,1,1
1840,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,1,3,3,1
1841,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,2,1,2
1842,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,4,3,2
1843,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,2,4,2
1844,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,4,1,3
1845,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,5,3,1
1846,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,1,4,1
1847,ASRock B550M Pro4,1216,FALSE,65,1,3,1,3
1848,MSI B450M PRO-VDH MAX,1216,FALSE,65,2,4,4,1
1849,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,2,4,1
1850,Asus PRIME A320M-K,1216,FALSE,65,2,3,2,2
1851,Gigabyte B365M DS3H,1216,FALSE,65,2,1,1,1
1852,Asus PRIME B460M-A,1216,FALSE,65,1,3,1,3
1853,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,1,5,2,2
1854,Gigabyte Z490 VISION G,1216,FALSE,65,2,2,3,2
1855,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,1,3,2,1
1856,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,3,1,2
1857,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,1,2,3,3
1858,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,2,3,2
1859,ASRock B450M-HDV R4.0,1216,FALSE,65,2,2,1,2
1860,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,1,5,2,2
1861,MSI B450 Gaming Plus MAX,1216,FALSE,65,1,3,2,3
1862,ASRock B560M Pro4,1216,FALSE,65,1,1,3,2
1863,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,3,1,3
1864,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,2,3,3
1865,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,5,4,1
1866,Asus PRIME Z490-P,1216,FALSE,65,2,5,3,2
1867,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,1,2,3
1868,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,1,4,3,3
1869,ASRock B560M-HDV,1216,FALSE,65,1,2,3,3
1870,Asus PRIME B560-PLUS,1216,FALSE,65,2,1,1,1
1871,Gigabyte X570 AORUS ELITE,1216,FALSE,65,2,2,1,3
1872,Gigabyte B550 VISION D-P,1216,FALSE,65,1,1,4,1
1873,MSI A320M-A PRO,1216,FALSE,65,1,5,4,3
1874,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,1,2,1
1875,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,4,3,1
1876,MSI MEG X570 UNIFY,1216,FALSE,65,2,5,1,1
1877,ASRock B450 Pro4,1216,FALSE,65,2,1,2,2
1878,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,3,2,1
1879,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,5,3,3
1880,Gigabyte B450 AORUS M,1216,FALSE,65,1,5,2,3
1881,ASRock B450M Steel Legend,1216,FALSE,65,1,2,1,1
1882,Gigabyte B560M DS3H,1216,FALSE,65,2,3,2,1
1883,ASRock A320M-HDV R4.0,1216,FALSE,65,2,2,4,2
1884,Gigabyte X570 AORUS XTREME,1216,FALSE,65,1,1,2,1
1885,MSI B450-A PRO MAX,1216,FALSE,65,2,1,3,3
1886,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,1,5,4,2
1887,ASRock B550M-ITX/ac,1216,FALSE,65,2,5,4,3
1888,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,1,4,4,2
1889,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,1,4,1
1890,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,1,2,1
1891,MSI B560M PRO-VDH WIFI,1216,FALSE,65,2,1,1,1
1892,Asus ROG Crosshair VIII Hero,1216,FALSE,65,1,2,4,3
1893,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,4,2,2
1894,NZXT N7 B550,1216,FALSE,65,1,2,2,3
1895,Asus ROG Strix X570-F Gaming,1216,FALSE,65,1,3,2,2
1896,MSI Z590-A PRO,1216,FALSE,65,1,2,4,2
1897,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,3,4,2
1898,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,5,2,3
1899,MSI X470 GAMING PLUS MAX,1216,FALSE,65,1,2,2,1
1900,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,2,1,2,2
1901,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,1,4,3
1902,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,5,3,2
1903,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,1,4,1
1904,ASRock B450M Pro4,1216,FALSE,65,2,4,1,2
1905,MSI Z490-A PRO,1216,FALSE,65,1,4,4,1
1906,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,2,3,1
1907,MSI B550-A PRO,1216,FALSE,65,1,4,1,1
1908,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,4,2,3
1909,Gigabyte B450M DS3H V2,1216,FALSE,65,1,5,2,1
1910,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,4,4,1
1911,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,4,2,2
1912,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,1,4,2
1913,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,1,2,3
1914,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,1,2,1,2
1915,Gigabyte B460M DS3H,1216,FALSE,65,1,1,2,1
1916,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,1,2,3,3
1917,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,4,3,3
1918,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,2,2,3,3
1919,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,2,2,1,2
1920,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,3,1,3
1921,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,1,1,2,3
1922,Asus ROG Strix X570-I Gaming,1216,FALSE,65,1,5,1,2
1923,Asus PRIME B560M-A,1216,FALSE,65,1,4,4,1
1924,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,2,5,2,1
1925,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,4,1,1
1926,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,2,2,1
1927,ASRock B450 Steel Legend,1216,FALSE,65,1,5,2,3
1928,Asus PRIME Z390-A,1216,FALSE,65,1,3,1,1
1929,Asus PRIME Z490-A,1216,FALSE,65,1,3,3,2
1930,Asus PRIME B460-PLUS,1216,FALSE,65,2,1,4,3
1931,Gigabyte B550M DS3H,1216,FALSE,65,1,3,4,2
1932,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,1,4,3,2
1933,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,5,2,2
1934,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,1,2,3,3
1935,Asus PRIME X570-PRO,1216,FALSE,65,1,3,3,1
1936,Gigabyte X570 AORUS MASTER,1216,FALSE,65,2,4,3,2
1937,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,2,5,2,3
1938,MSI Z390-A PRO,1216,FALSE,65,2,1,4,3
1939,Asus PRIME H410M-E,1216,FALSE,65,2,4,4,1
1940,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,1,3,3
1941,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,3,1,1
1942,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,3,4,1
1943,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,5,4,2
1944,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,3,2,1
1945,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,5,2,1
1946,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,2,1,4,1
1947,ASRock B550M Pro4,1216,FALSE,65,1,4,2,3
1948,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,5,4,2
1949,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,5,3,2
1950,Asus PRIME A320M-K,1216,FALSE,65,1,3,4,2
1951,Gigabyte B365M DS3H,1216,FALSE,65,1,5,3,2
1952,Asus PRIME B460M-A,1216,FALSE,65,2,4,4,2
1953,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,2,4,3
1954,Gigabyte Z490 VISION G,1216,FALSE,65,1,3,1,2
1955,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,2,2,2
1956,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,2,2,1
1957,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,4,4,3
1958,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,5,3,3
1959,ASRock B450M-HDV R4.0,1216,FALSE,65,1,4,1,2
1960,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,1,1,1
1961,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,3,4,3
1962,ASRock B560M Pro4,1216,FALSE,65,2,4,2,3
1963,Asus TUF GAMING B550-PLUS,1216,FALSE,65,1,5,3,1
1964,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,2,2,1
1965,ASRock B550 Phantom Gaming 4,1216,FALSE,65,1,2,1,2
1966,Asus PRIME Z490-P,1216,FALSE,65,2,5,3,3
1967,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,5,2,1
1968,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,1,2,4,2
1969,ASRock B560M-HDV,1216,FALSE,65,2,4,4,1
1970,Asus PRIME B560-PLUS,1216,FALSE,65,1,1,3,3
1971,Gigabyte X570 AORUS ELITE,1216,FALSE,65,1,2,1,3
1972,Gigabyte B550 VISION D-P,1216,FALSE,65,2,1,2,2
1973,MSI A320M-A PRO,1216,FALSE,65,1,2,3,3
1974,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,2,1,1
1975,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,3,4,1
1976,MSI MEG X570 UNIFY,1216,FALSE,65,2,5,1,1
1977,ASRock B450 Pro4,1216,FALSE,65,2,3,3,2
1978,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,2,2,3,2
1979,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,2,1,1,3
1980,Gigabyte B450 AORUS M,1216,FALSE,65,1,2,4,1
1981,ASRock B450M Steel Legend,1216,FALSE,65,2,1,2,1
1982,Gigabyte B560M DS3H,1216,FALSE,65,1,1,1,1
1983,ASRock A320M-HDV R4.0,1216,FALSE,65,1,3,3,2
1984,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,2,1,3
1985,MSI B450-A PRO MAX,1216,FALSE,65,2,1,2,1
1986,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,1,4,4,3
1987,ASRock B550M-ITX/ac,1216,FALSE,65,1,1,4,1
1988,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,3,1,2
1989,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,2,3,1,1
1990,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,4,3,3
1991,MSI B560M PRO-VDH WIFI,1216,FALSE,65,2,2,2,1
1992,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,2,1,2
1993,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,2,5,2,3
1994,NZXT N7 B550,1216,FALSE,65,2,3,2,2
1995,Asus ROG Strix X570-F Gaming,1216,FALSE,65,1,3,3,1
1996,MSI Z590-A PRO,1216,FALSE,65,2,4,2,1
1997,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,2,4,3,3
1998,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,3,1,3
1999,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,4,2,2
2000,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,5,4,1
2001,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,5,2,2
2002,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,3,4,2
2003,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,4,1,2
2004,ASRock B450M Pro4,1216,FALSE,65,1,4,3,1
2005,MSI Z490-A PRO,1216,FALSE,65,2,3,3,2
2006,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,2,4,3,3
2007,MSI B550-A PRO,1216,FALSE,65,2,3,4,3
2008,Asus ROG Strix X570-E Gaming,1216,FALSE,65,2,1,2,1
2009,Gigabyte B450M DS3H V2,1216,FALSE,65,2,1,3,2
2010,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,4,3,1
2011,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,4,4,1
2012,MSI B550M PRO-VDH WIFI,1216,FALSE,65,2,5,2,3
2013,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,2,5,3,1
2014,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,1,5,4,3
2015,Gigabyte B460M DS3H,1216,FALSE,65,2,2,2,2
2016,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,1,3,1,3
2017,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,3,1,2
2018,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,4,1,1
2019,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,2,2,1,3
2020,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,5,1,2
2021,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,2,1,3,3
2022,Asus ROG Strix X570-I Gaming,1216,FALSE,65,1,2,1,1
2023,Asus PRIME B560M-A,1216,FALSE,65,1,3,1,2
2024,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,2,1,3,1
2025,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,1,3,3
2026,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,1,2,4,1
2027,ASRock B450 Steel Legend,1216,FALSE,65,2,5,4,1
2028,Asus PRIME Z390-A,1216,FALSE,65,1,1,2,1
2029,Asus PRIME Z490-A,1216,FALSE,65,1,1,3,3
2030,Asus PRIME B460-PLUS,1216,FALSE,65,1,2,1,3
2031,Gigabyte B550M DS3H,1216,FALSE,65,2,1,4,1
2032,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,1,5,3,3
2033,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,5,1,3
2034,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,2,2,2,1
2035,Asus PRIME X570-PRO,1216,FALSE,65,2,1,1,3
2036,Gigabyte X570 AORUS MASTER,1216,FALSE,65,2,3,3,3
2037,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,2,1,4,3
2038,MSI Z390-A PRO,1216,FALSE,65,1,1,4,1
2039,Asus PRIME H410M-E,1216,FALSE,65,1,4,2,3
2040,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,2,1,2
2041,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,2,4,1
2042,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,4,2,1
2043,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,2,1,1
2044,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,5,4,1
2045,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,2,2,3
2046,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,2,4,4,3
2047,ASRock B550M Pro4,1216,FALSE,65,2,4,4,2
2048,MSI B450M PRO-VDH MAX,1216,FALSE,65,2,2,3,1
2049,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,1,4,3
2050,Asus PRIME A320M-K,1216,FALSE,65,2,4,3,1
2051,Gigabyte B365M DS3H,1216,FALSE,65,1,4,1,3
2052,Asus PRIME B460M-A,1216,FALSE,65,1,1,3,3
2053,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,3,3,1
2054,Gigabyte Z490 VISION G,1216,FALSE,65,2,5,4,3
2055,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,5,2,2
2056,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,2,2,2
2057,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,1,3,3,2
2058,MSI B460M PRO-VDH WIFI,1216,FALSE,65,2,2,3,3
2059,ASRock B450M-HDV R4.0,1216,FALSE,65,1,4,1,1
2060,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,1,4,2
2061,MSI B450 Gaming Plus MAX,1216,FALSE,65,1,3,1,2
2062,ASRock B560M Pro4,1216,FALSE,65,2,2,1,3
2063,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,1,2,2
2064,Asus ROG Crosshair VIII Formula,1216,FALSE,65,1,2,4,3
2065,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,1,4,1
2066,Asus PRIME Z490-P,1216,FALSE,65,2,2,3,1
2067,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,1,1,3
2068,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,2,2,3,1
2069,ASRock B560M-HDV,1216,FALSE,65,1,3,3,2
2070,Asus PRIME B560-PLUS,1216,FALSE,65,2,2,4,1
2071,Gigabyte X570 AORUS ELITE,1216,FALSE,65,1,4,2,3
2072,Gigabyte B550 VISION D-P,1216,FALSE,65,2,3,4,2
2073,MSI A320M-A PRO,1216,FALSE,65,2,1,3,2
2074,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,2,2,2
2075,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,1,1,1
2076,MSI MEG X570 UNIFY,1216,FALSE,65,2,1,1,1
2077,ASRock B450 Pro4,1216,FALSE,65,1,5,2,2
2078,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,2,4,1
2079,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,3,2,3
2080,Gigabyte B450 AORUS M,1216,FALSE,65,1,2,3,3
2081,ASRock B450M Steel Legend,1216,FALSE,65,1,2,3,2
2082,Gigabyte B560M DS3H,1216,FALSE,65,2,4,1,3
2083,ASRock A320M-HDV R4.0,1216,FALSE,65,2,2,4,2
2084,Gigabyte X570 AORUS XTREME,1216,FALSE,65,1,4,4,2
2085,MSI B450-A PRO MAX,1216,FALSE,65,2,2,4,1
2086,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,5,4,3
2087,ASRock B550M-ITX/ac,1216,FALSE,65,2,3,1,2
2088,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,4,2,3
2089,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,2,2,3
2090,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,2,3,2,2
2091,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,2,4,3
2092,Asus ROG Crosshair VIII Hero,1216,FALSE,65,1,2,3,1
2093,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,2,5,3,2
2094,NZXT N7 B550,1216,FALSE,65,1,2,4,3
2095,Asus ROG Strix X570-F Gaming,1216,FALSE,65,2,3,4,1
2096,MSI Z590-A PRO,1216,FALSE,65,1,2,1,3
2097,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,5,2,3
2098,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,3,3,2
2099,MSI X470 GAMING PLUS MAX,1216,FALSE,65,1,5,4,1
2100,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,2,1,1,2
2101,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,1,4,2
2102,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,4,4,1
2103,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,5,4,1
2104,ASRock B450M Pro4,1216,FALSE,65,2,3,3,2
2105,MSI Z490-A PRO,1216,FALSE,65,1,1,2,3
2106,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,5,4,2
2107,MSI B550-A PRO,1216,FALSE,65,1,3,2,1
2108,Asus ROG Strix X570-E Gaming,1216,FALSE,65,2,1,4,2
2109,Gigabyte B450M DS3H V2,1216,FALSE,65,2,5,4,3
2110,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,1,2,1,2
2111,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,2,1,2,2
2112,MSI B550M PRO-VDH WIFI,1216,FALSE,65,2,2,3,1
2113,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,2,3,4,2
2114,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,1,4,1,1
2115,Gigabyte B460M DS3H,1216,FALSE,65,2,3,4,3
2116,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,1,1,1,3
2117,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,3,3,2
2118,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,4,3,3
2119,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,3,2,1
2120,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,3,4,3
2121,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,2,4,1,1
2122,Asus ROG Strix X570-I Gaming,1216,FALSE,65,1,3,1,2
2123,Asus PRIME B560M-A,1216,FALSE,65,2,4,1,1
2124,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,2,5,4,2
2125,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,1,1,2
2126,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,3,3,1
2127,ASRock B450 Steel Legend,1216,FALSE,65,1,3,4,2
2128,Asus PRIME Z390-A,1216,FALSE,65,2,5,2,2
2129,Asus PRIME Z490-A,1216,FALSE,65,2,4,2,3
2130,Asus PRIME B460-PLUS,1216,FALSE,65,1,5,2,3
2131,Gigabyte B550M DS3H,1216,FALSE,65,1,1,3,2
2132,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,2,3,2
2133,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,5,4,3
2134,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,2,1,3,2
2135,Asus PRIME X570-PRO,1216,FALSE,65,1,1,1,1
2136,Gigabyte X570 AORUS MASTER,1216,FALSE,65,2,5,2,2
2137,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,4,2,2
2138,MSI Z390-A PRO,1216,FALSE,65,1,5,3,2
2139,Asus PRIME H410M-E,1216,FALSE,65,2,4,2,3
2140,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,4,1,3
2141,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,1,3,3
2142,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,2,2,3
2143,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,1,2,4,2
2144,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,1,3,1
2145,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,2,4,2
2146,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,5,2,3
2147,ASRock B550M Pro4,1216,FALSE,65,1,1,1,1
2148,MSI B450M PRO-VDH MAX,1216,FALSE,65,2,4,1,2
2149,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,2,2,1,2
2150,Asus PRIME A320M-K,1216,FALSE,65,2,4,2,1
2151,Gigabyte B365M DS3H,1216,FALSE,65,2,1,4,1
2152,Asus PRIME B460M-A,1216,FALSE,65,2,3,4,3
2153,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,1,4,1
2154,Gigabyte Z490 VISION G,1216,FALSE,65,2,2,2,1
2155,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,3,4,2
2156,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,2,4,3,2
2157,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,1,3,1,2
2158,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,2,3,1
2159,ASRock B450M-HDV R4.0,1216,FALSE,65,1,5,3,2
2160,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,3,2,2
2161,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,4,1,3
2162,ASRock B560M Pro4,1216,FALSE,65,2,4,3,2
2163,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,3,1,2
2164,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,3,4,3
2165,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,4,4,2
2166,Asus PRIME Z490-P,1216,FALSE,65,2,4,3,1
2167,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,4,1,3
2168,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,2,4,3,2
2169,ASRock B560M-HDV,1216,FALSE,65,2,2,2,2
2170,Asus PRIME B560-PLUS,1216,FALSE,65,2,1,2,3
2171,Gigabyte X570 AORUS ELITE,1216,FALSE,65,1,4,3,3
2172,Gigabyte B550 VISION D-P,1216,FALSE,65,2,4,2,1
2173,MSI A320M-A PRO,1216,FALSE,65,2,1,2,2
2174,MSI MPG X570 GAMING PLUS,1216,FALSE,65,2,4,2,3
2175,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,2,5,3,2
2176,MSI MEG X570 UNIFY,1216,FALSE,65,1,3,1,2
2177,ASRock B450 Pro4,1216,FALSE,65,2,4,4,3
2178,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,2,4,1
2179,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,2,2,1,1
2180,Gigabyte B450 AORUS M,1216,FALSE,65,2,1,2,2
2181,ASRock B450M Steel Legend,1216,FALSE,65,1,2,3,1
2182,Gigabyte B560M DS3H,1216,FALSE,65,2,2,2,3
2183,ASRock A320M-HDV R4.0,1216,FALSE,65,2,2,4,2
2184,Gigabyte X570 AORUS XTREME,1216,FALSE,65,1,2,4,1
2185,MSI B450-A PRO MAX,1216,FALSE,65,1,1,1,1
2186,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,1,1,3
2187,ASRock B550M-ITX/ac,1216,FALSE,65,2,3,4,2
2188,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,5,2,2
2189,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,5,2,3
2190,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,4,1,3
2191,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,2,2,3
2192,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,5,2,2
