,name,ModelNumber,ecc_Compatability,wattage
900,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
901,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
902,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
903,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
904,ASRock B450M Pro4,1216.0,False,65.0
905,MSI Z490-A PRO,1216.0,False,65.0
906,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
907,MSI B550-A PRO,1216.0,False,65.0
908,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
909,Gigabyte B450M DS3H V2,1216.0,False,65.0
910,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
911,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
912,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
913,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
914,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
915,Gigabyte B460M DS3H,1216.0,False,65.0
916,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
917,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
918,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
919,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
920,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
921,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
922,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
923,Asus PRIME B560M-A,1216.0,False,65.0
924,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
925,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
926,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
927,ASRock B450 Steel Legend,1216.0,False,65.0
928,Asus PRIME Z390-A,1216.0,False,65.0
929,Asus PRIME Z490-A,1216.0,False,65.0
930,Asus PRIME B460-PLUS,1216.0,False,65.0
931,Gigabyte B550M DS3H,1216.0,False,65.0
932,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
933,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
934,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
935,Asus PRIME X570-PRO,1216.0,False,65.0
936,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
937,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
938,MSI Z390-A PRO,1216.0,False,65.0
939,Asus PRIME H410M-E,1216.0,False,65.0
940,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
941,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
942,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
943,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
944,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
945,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
946,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
947,ASRock B550M Pro4,1216.0,False,65.0
948,MSI B450M PRO-VDH MAX,1216.0,False,65.0
949,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
950,Asus PRIME A320M-K,1216.0,False,65.0
951,Gigabyte B365M DS3H,1216.0,False,65.0
952,Asus PRIME B460M-A,1216.0,False,65.0
953,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
954,Gigabyte Z490 VISION G,1216.0,False,65.0
955,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
956,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
957,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
958,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
959,ASRock B450M-HDV R4.0,1216.0,False,65.0
960,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
961,MSI B450 Gaming Plus MAX,1216.0,False,65.0
962,ASRock B560M Pro4,1216.0,False,65.0
963,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
964,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
965,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
966,Asus PRIME Z490-P,1216.0,False,65.0
967,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
968,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
969,ASRock B560M-HDV,1216.0,False,65.0
970,Asus PRIME B560-PLUS,1216.0,False,65.0
971,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
972,Gigabyte B550 VISION D-P,1216.0,False,65.0
973,MSI A320M-A PRO,1216.0,False,65.0
974,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
975,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
976,MSI MEG X570 UNIFY,1216.0,False,65.0
977,ASRock B450 Pro4,1216.0,False,65.0
978,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
979,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
980,Gigabyte B450 AORUS M,1216.0,False,65.0
981,ASRock B450M Steel Legend,1216.0,False,65.0
982,Gigabyte B560M DS3H,1216.0,False,65.0
983,ASRock A320M-HDV R4.0,1216.0,False,65.0
984,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
985,MSI B450-A PRO MAX,1216.0,False,65.0
986,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
987,ASRock B550M-ITX/ac,1216.0,False,65.0
988,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
989,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
990,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
991,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
992,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
993,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
994,NZXT N7 B550,1216.0,False,65.0
995,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
996,MSI Z590-A PRO,1216.0,False,65.0
997,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
998,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
999,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
1000,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
1001,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
1002,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
1003,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
1004,ASRock B450M Pro4,1216.0,False,65.0
1005,MSI Z490-A PRO,1216.0,False,65.0
1006,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
1007,MSI B550-A PRO,1216.0,False,65.0
1008,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
1009,Gigabyte B450M DS3H V2,1216.0,False,65.0
1010,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
1011,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
1012,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
1013,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
1014,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
1015,Gigabyte B460M DS3H,1216.0,False,65.0
1016,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
1017,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
1018,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
1019,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
1020,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
1021,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
1022,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
1023,Asus PRIME B560M-A,1216.0,False,65.0
1024,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
1025,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
1026,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
1027,ASRock B450 Steel Legend,1216.0,False,65.0
1028,Asus PRIME Z390-A,1216.0,False,65.0
1029,Asus PRIME Z490-A,1216.0,False,65.0
1030,Asus PRIME B460-PLUS,1216.0,False,65.0
1031,Gigabyte B550M DS3H,1216.0,False,65.0
1032,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
1033,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
1034,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
1035,Asus PRIME X570-PRO,1216.0,False,65.0
1036,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
1037,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
1038,MSI Z390-A PRO,1216.0,False,65.0
1039,Asus PRIME H410M-E,1216.0,False,65.0
1040,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
1041,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
1042,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
1043,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
1044,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
1045,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
1046,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
1047,ASRock B550M Pro4,1216.0,False,65.0
1048,MSI B450M PRO-VDH MAX,1216.0,False,65.0
1049,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
1050,Asus PRIME A320M-K,1216.0,False,65.0
1051,Gigabyte B365M DS3H,1216.0,False,65.0
1052,Asus PRIME B460M-A,1216.0,False,65.0
1053,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
1054,Gigabyte Z490 VISION G,1216.0,False,65.0
1055,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
1056,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
1057,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
1058,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
1059,ASRock B450M-HDV R4.0,1216.0,False,65.0
1060,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
1061,MSI B450 Gaming Plus MAX,1216.0,False,65.0
1062,ASRock B560M Pro4,1216.0,False,65.0
1063,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
1064,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
1065,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
1066,Asus PRIME Z490-P,1216.0,False,65.0
1067,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
1068,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
1069,ASRock B560M-HDV,1216.0,False,65.0
1070,Asus PRIME B560-PLUS,1216.0,False,65.0
1071,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
1072,Gigabyte B550 VISION D-P,1216.0,False,65.0
1073,MSI A320M-A PRO,1216.0,False,65.0
1074,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
1075,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
1076,MSI MEG X570 UNIFY,1216.0,False,65.0
1077,ASRock B450 Pro4,1216.0,False,65.0
1078,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
1079,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
1080,Gigabyte B450 AORUS M,1216.0,False,65.0
1081,ASRock B450M Steel Legend,1216.0,False,65.0
1082,Gigabyte B560M DS3H,1216.0,False,65.0
1083,ASRock A320M-HDV R4.0,1216.0,False,65.0
1084,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
1085,MSI B450-A PRO MAX,1216.0,False,65.0
1086,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
1087,ASRock B550M-ITX/ac,1216.0,False,65.0
1088,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
1089,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
1090,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
1091,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
1092,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
1093,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
1094,NZXT N7 B550,1216.0,False,65.0
1095,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
1096,MSI Z590-A PRO,1216.0,False,65.0
1097,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
1098,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
1099,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
1100,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
1101,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
1102,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
1103,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
1104,ASRock B450M Pro4,1216.0,False,65.0
1105,MSI Z490-A PRO,1216.0,False,65.0
1106,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
1107,MSI B550-A PRO,1216.0,False,65.0
1108,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
1109,Gigabyte B450M DS3H V2,1216.0,False,65.0
1110,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
1111,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
1112,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
1113,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
1114,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
1115,Gigabyte B460M DS3H,1216.0,False,65.0
1116,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
1117,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
1118,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
1119,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
1120,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
1121,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
1122,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
1123,Asus PRIME B560M-A,1216.0,False,65.0
1124,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
1125,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
1126,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
1127,ASRock B450 Steel Legend,1216.0,False,65.0
1128,Asus PRIME Z390-A,1216.0,False,65.0
1129,Asus PRIME Z490-A,1216.0,False,65.0
1130,Asus PRIME B460-PLUS,1216.0,False,65.0
1131,Gigabyte B550M DS3H,1216.0,False,65.0
1132,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
1133,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
1134,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
1135,Asus PRIME X570-PRO,1216.0,False,65.0
1136,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
1137,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
1138,MSI Z390-A PRO,1216.0,False,65.0
1139,Asus PRIME H410M-E,1216.0,False,65.0
1140,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
1141,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
1142,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
1143,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
1144,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
1145,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
1146,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
1147,ASRock B550M Pro4,1216.0,False,65.0
1148,MSI B450M PRO-VDH MAX,1216.0,False,65.0
1149,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
1150,Asus PRIME A320M-K,1216.0,False,65.0
1151,Gigabyte B365M DS3H,1216.0,False,65.0
1152,Asus PRIME B460M-A,1216.0,False,65.0
1153,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
1154,Gigabyte Z490 VISION G,1216.0,False,65.0
1155,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
1156,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
1157,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
1158,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
1159,ASRock B450M-HDV R4.0,1216.0,False,65.0
1160,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
1161,MSI B450 Gaming Plus MAX,1216.0,False,65.0
1162,ASRock B560M Pro4,1216.0,False,65.0
1163,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
1164,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
1165,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
1166,Asus PRIME Z490-P,1216.0,False,65.0
1167,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
1168,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
1169,ASRock B560M-HDV,1216.0,False,65.0
1170,Asus PRIME B560-PLUS,1216.0,False,65.0
1171,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
1172,Gigabyte B550 VISION D-P,1216.0,False,65.0
1173,MSI A320M-A PRO,1216.0,False,65.0
1174,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
1175,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
1176,MSI MEG X570 UNIFY,1216.0,False,65.0
1177,ASRock B450 Pro4,1216.0,False,65.0
1178,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
1179,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
1180,Gigabyte B450 AORUS M,1216.0,False,65.0
1181,ASRock B450M Steel Legend,1216.0,False,65.0
1182,Gigabyte B560M DS3H,1216.0,False,65.0
1183,ASRock A320M-HDV R4.0,1216.0,False,65.0
1184,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
1185,MSI B450-A PRO MAX,1216.0,False,65.0
1186,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
1187,ASRock B550M-ITX/ac,1216.0,False,65.0
1188,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
1189,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
1190,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
1191,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
1192,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
1193,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
1194,NZXT N7 B550,1216.0,False,65.0
1195,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
1196,MSI Z590-A PRO,1216.0,False,65.0
1197,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
1198,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
1199,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
1200,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
1201,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
1202,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
1203,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
1204,ASRock B450M Pro4,1216.0,False,65.0
1205,MSI Z490-A PRO,1216.0,False,65.0
1206,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
1207,MSI B550-A PRO,1216.0,False,65.0
1208,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
1209,Gigabyte B450M DS3H V2,1216.0,False,65.0
1210,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
1211,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
1212,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
1213,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
1214,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
1215,Gigabyte B460M DS3H,1216.0,False,65.0
1216,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
1217,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
1218,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
1219,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
1220,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
1221,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
1222,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
1223,Asus PRIME B560M-A,1216.0,False,65.0
1224,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
1225,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
1226,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
1227,ASRock B450 Steel Legend,1216.0,False,65.0
1228,Asus PRIME Z390-A,1216.0,False,65.0
1229,Asus PRIME Z490-A,1216.0,False,65.0
1230,Asus PRIME B460-PLUS,1216.0,False,65.0
1231,Gigabyte B550M DS3H,1216.0,False,65.0
1232,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
1233,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
1234,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
1235,Asus PRIME X570-PRO,1216.0,False,65.0
1236,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
1237,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
1238,MSI Z390-A PRO,1216.0,False,65.0
1239,Asus PRIME H410M-E,1216.0,False,65.0
1240,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
1241,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
1242,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
1243,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
1244,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
1245,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
1246,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
1247,ASRock B550M Pro4,1216.0,False,65.0
1248,MSI B450M PRO-VDH MAX,1216.0,False,65.0
1249,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
1250,Asus PRIME A320M-K,1216.0,False,65.0
1251,Gigabyte B365M DS3H,1216.0,False,65.0
1252,Asus PRIME B460M-A,1216.0,False,65.0
1253,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
1254,Gigabyte Z490 VISION G,1216.0,False,65.0
1255,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
1256,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
1257,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
1258,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
1259,ASRock B450M-HDV R4.0,1216.0,False,65.0
1260,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
1261,MSI B450 Gaming Plus MAX,1216.0,False,65.0
1262,ASRock B560M Pro4,1216.0,False,65.0
1263,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
1264,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
1265,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
1266,Asus PRIME Z490-P,1216.0,False,65.0
1267,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
1268,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
1269,ASRock B560M-HDV,1216.0,False,65.0
1270,Asus PRIME B560-PLUS,1216.0,False,65.0
1271,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
1272,Gigabyte B550 VISION D-P,1216.0,False,65.0
1273,MSI A320M-A PRO,1216.0,False,65.0
1274,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
1275,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
1276,MSI MEG X570 UNIFY,1216.0,False,65.0
1277,ASRock B450 Pro4,1216.0,False,65.0
1278,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
1279,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
1280,Gigabyte B450 AORUS M,1216.0,False,65.0
1281,ASRock B450M Steel Legend,1216.0,False,65.0
1282,Gigabyte B560M DS3H,1216.0,False,65.0
1283,ASRock A320M-HDV R4.0,1216.0,False,65.0
1284,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
1285,MSI B450-A PRO MAX,1216.0,False,65.0
1286,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
1287,ASRock B550M-ITX/ac,1216.0,False,65.0
1288,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
1289,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
1290,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
1291,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
1292,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
1293,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
1294,NZXT N7 B550,1216.0,False,65.0
1295,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
1296,MSI Z590-A PRO,1216.0,False,65.0
1297,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
1298,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
1299,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
1300,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
1301,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
1302,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
1303,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
1304,ASRock B450M Pro4,1216.0,False,65.0
1305,MSI Z490-A PRO,1216.0,False,65.0
1306,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
1307,MSI B550-A PRO,1216.0,False,65.0
1308,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
1309,Gigabyte B450M DS3H V2,1216.0,False,65.0
1310,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
1311,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
1312,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
1313,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
1314,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
1315,Gigabyte B460M DS3H,1216.0,False,65.0
1316,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
1317,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
1318,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
1319,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
1320,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
1321,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
1322,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
1323,Asus PRIME B560M-A,1216.0,False,65.0
1324,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
1325,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
1326,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
1327,ASRock B450 Steel Legend,1216.0,False,65.0
1328,Asus PRIME Z390-A,1216.0,False,65.0
1329,Asus PRIME Z490-A,1216.0,False,65.0
1330,Asus PRIME B460-PLUS,1216.0,False,65.0
1331,Gigabyte B550M DS3H,1216.0,False,65.0
1332,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
1333,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
1334,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
1335,Asus PRIME X570-PRO,1216.0,False,65.0
1336,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
1337,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
1338,MSI Z390-A PRO,1216.0,False,65.0
